Restaurant Name,Rating,Cuisine,Average Price,Average Delivery Time,Safety Measure,Location
Biryani Wala,-,"Biryani, Beverages",₹300 for one,48 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Crispy Crave,New,"North Indian, Biryani",₹300 for one,28 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Cake Bash,-,"Bakery, Fast Food",₹300 for one,25 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
KK Food & Snacks,New,"North Indian, South Indian, Street Food, Beverages",₹300 for one,19 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
The Sethiya's,New,"North Indian, South Indian, Chinese, Fast Food",₹300 for one,33 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Bhopal Cake Company,-,Bakery,₹300 for one,28 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Cake Market,-,Bakery,₹300 for one,30 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Calorie Affairs Cafe & Restro,-,"North Indian, South Indian, Fast Food, Street Food, Chinese, Shake, Beverages",₹300 for one,39 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Papaccino Coffee & Kitchen,-,"Coffee, Healthy Food, Sandwich, Shake, Tea, Fast Food, Desserts, Beverages",₹150 for one,33 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Rajhans Fast Food,3.4,"North Indian, South Indian, Chinese, Fast Food",₹150 for one,33 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Bakesmiths Baker's And Roaster,3.9,"Fast Food, Bakery, Desserts",₹150 for one,54 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Cake Junction,2.9,Bakery,₹150 for one,24 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Koo Juice Bar,-,"Shake, Juices, Beverages",₹150 for one,47 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Rajasthan Misthan Bhandar,3.4,"Mithai, Street Food",₹150 for one,42 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Cake Heaven,New,"Bakery, Desserts",₹150 for one,35 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
The Eggless Cake Shop,-,Bakery,₹150 for one,31 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Cake Factory,New,"Bakery, Desserts",₹150 for one,36 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Jharokha - Hotel Amer Palace,4.0,"North Indian, Chinese, Biryani, Continental, Rolls, Desserts, Beverages",₹150 for one,47 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Mama Baker's Point,3.9,"Bakery, Street Food",₹150 for one,27 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Cake Planner,-,Bakery,₹150 for one,23 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Alfresco,3.9,"Continental, Italian, North Indian, Pizza, Chinese, Biryani, Shake, Beverages",₹200 for one,53 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Adarsh Ji Bhojnalaya And Fast Food,3.5,North Indian,₹200 for one,42 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Cake Magic,-,Bakery,₹200 for one,32 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Hotel Shubh Inn,3.8,"North Indian, Chinese, Fast Food, Continental, Desserts",₹200 for one,33 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Urban Coffee And Shakes,New,"Shake, Beverages, Fast Food, Coffee",₹200 for one,36 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Rajhans Biryani & Pizza,New,"Biryani, Pizza, North Indian, Chinese",₹200 for one,29 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Rachna Chaat Center,3.8,"North Indian, Street Food",₹200 for one,28 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
The Thickshake Co.,4.0,"Shake, Coffee, Burger, Fast Food, Street Food, Beverages",₹200 for one,45 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Hotel Sarthak,4.1,"North Indian, Chinese, Sichuan",₹200 for one,28 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Greek Food & Beyond,3.9,"North Indian, Seafood, Pizza, Salad, Fast Food, Shake, Beverages",₹200 for one,43 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Anupam Sweets & Restaurant,4.0,"Mithai, North Indian",₹200 for one,27 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Ashwini Amruttulya,-,"Tea, Coffee, Street Food",₹200 for one,30 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Wings 339,3.1,"American, Asian, Fast Food, Seafood",₹400 for one,27 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Rajdhani Thali,New,"North Indian, Rajasthani, Beverages",₹400 for one,35 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Rajvandan Family Restaurant,3.4,"North Indian, Biryani, Chinese, Fast Food",₹400 for one,45 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Cafe Ranjeet,3.7,"North Indian, Mughlai, Sandwich, Street Food, Chinese, Shake, Beverages",₹400 for one,29 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Little Roti,-,"North Indian, Fast Food, Chinese",₹400 for one,35 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Cake Celebrations,3.0,Bakery,₹400 for one,42 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Rahul Resturant,New,North Indian,₹400 for one,29 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Zayka Restaurant,-,"North Indian, Biryani",₹400 for one,38 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Cakes Online,New,Bakery,₹400 for one,34 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
J.N Food,-,Pizza,₹400 for one,25 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Tandoori Momos,New,"Momos, Fast Food",₹400 for one,34 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Kuber Dairy,-,"Mithai, South Indian, Street Food",₹400 for one,33 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Shraddha's Kitchen,New,"North Indian, Street Food",₹100 for one,33 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Al-Ghani Foods,New,Mughlai,₹100 for one,26 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Mio Amore Cake Shop,3.1,Bakery,₹150 for one,26 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Cake Dairy,New,Bakery,₹200 for one,25 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
The Cake King,-,Bakery,₹150 for one,25 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
The Salad House,-,Salad,₹100 for one,45 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Tabbar House,4.2,"North Indian, Italian, Chinese, Fast Food",₹400 for one,42 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Bread and Better Café,3.9,"Italian, Fast Food, Street Food, Beverages",₹150 for one,45 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Bakery Wala,-,Bakery,₹200 for one,31 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Radha Mohan Dairy,-,"Mithai, South Indian, Street Food",₹150 for one,41 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Cakes N Mores,-,"Bakery, Desserts",₹200 for one,25 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Cafe Coffee Cat,-,"Fast Food, Bakery",₹100 for one,32 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Al - Baik,New,"Fast Food, Biryani",₹150 for one,38 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Cakingo,New,Bakery,₹150 for one,26 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
The Vincent Inn,-,"North Indian, Chinese, Fast Food, Desserts, Beverages",₹150 for one,15 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
House of Rolls,3.2,"Rolls, Beverages",₹150 for one,58 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Hong Kong Chinese Restaurant,2.9,"Chinese, Sichuan",₹150 for one,47 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Mehfil E Dawat,4.1,"North Indian, Chinese, Mughlai, Kebab",₹150 for one,43 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Momo Express,4.3,"Momos, North Indian, Chinese",₹150 for one,47 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Cake Express,-,Bakery,₹150 for one,33 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Cake Palace,3.1,"Bakery, Desserts",₹150 for one,25 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Cake Kanha & Bakery,New,"Bakery, Desserts",₹150 for one,35 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
The Cake Cafe,New,Bakery,₹150 for one,36 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Latitude Cafe And Restro,3.9,"North Indian, Chinese, Fast Food, Pizza, Burger, Thai, Asian, Biryani",₹150 for one,32 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Cake Factory,4.3,Bakery,₹150 for one,24 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
M3 Celebrations,New,"North Indian, Mughlai, Chinese, Biryani, Beverages",₹400 for one,50 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
AL Barkat Hotel,4.0,"North Indian, Mughlai",₹200 for one,34 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Aajivika Swad Sangam,-,"Fast Food, South Indian, Street Food, North Indian, Beverages",₹40 for one,17 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Get Noods,-,"Chinese, Beverages",₹200 for one,67 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Hotel Midland,3.5,"North Indian, Chinese, Biryani, Mughlai, Fast Food, BBQ, Seafood, Beverages",₹500 for one,30 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Drunken Monkey,-,"Beverages, Juices, Shake, Coffee, Healthy Food, Sandwich, Mexican, Wraps",₹150 for one,34 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Begum's Biryani,3.4,"Biryani, North Indian, Kebab, Mughlai, Rolls, Desserts",₹200 for one,36 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Burger Bazaar,3.5,"Fast Food, Burger",₹100 for one,46 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Cake Hub,2.8,"Desserts, Bakery",₹150 for one,24 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Drinx Exchange,3.9,"Italian, Mexican, Chinese, North Indian, American, Desserts",₹600 for one,34 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Gourmet Lounge,4.1,"Mughlai, North Indian, Chinese, Biryani, Fast Food",₹300 for one,36 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Bhopal Kitchen,-,"North Indian, Chinese",₹150 for one,33 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
The Sandwich Wala,New,"Sandwich, Pizza, Burger, Fast Food, Chinese, South Indian, Shake",₹150 for one,35 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Cakes Millenium,3.2,Bakery,₹150 for one,38 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Cake Studio,New,Bakery,₹150 for one,35 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
The Lala's Way,New,"Rolls, Sandwich, Pizza, Fast Food, Chinese, Burger, Street Food",₹150 for one,33 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
The Dublin Lounge Restaurant And Pub,-,"North Indian, Chinese, Biryani",₹150 for one,20 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Deepak Eat Fresh,4.4,"Bakery, Fast Food",₹150 for one,33 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Hotel Continental Inn,-,"North Indian, Chinese, Street Food",₹150 for one,41 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Nandani's Kitchen,-,"North Indian, Street Food",₹150 for one,32 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Cake Company,New,Bakery,₹150 for one,34 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Molecule Air Bar,4.0,"North Indian, Italian, Asian, European, Finger Food, Pizza, Desserts",₹150 for one,36 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Habibi Spice,New,"North Indian, Asian",₹150 for one,28 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Cakes N Koffee,4.3,"Bakery, Desserts",₹100 for one,25 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Cake Bakery N Shake,New,Bakery,₹100 for one,42 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Bakers King,-,Bakery,₹100 for one,31 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Hotel Sudarshan Palace,-,"North Indian, Chinese, Mughlai, Salad, Biryani, Kebab, Seafood, Desserts",₹100 for one,31 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Sip N Dip,3.2,"Pasta, Pizza, Burger, Fast Food, Coffee, Beverages",₹100 for one,45 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Kanha Sweets & Restaurant,New,"Mithai, North Indian, Chinese, Fast Food, Street Food, Beverages",₹100 for one,33 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Cake Lovers,-,"Bakery, Desserts",₹100 for one,28 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Cowboy Restaurant & Lounge,4.0,"North Indian, Mexican, Chinese, Continental, Biryani, Bar Food, Desserts, Beverages",₹100 for one,35 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Midknight Bites,New,"Rolls, Sandwich, Street Food",₹100 for one,43 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Chinese 51,New,"Chinese, Asian",₹100 for one,43 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
8 Pizzas,New,Pizza,₹100 for one,45 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
The Meridian Cafe,4.2,"South Indian, Chinese, Pizza, Pasta, Sandwich, Fast Food, Shake, Beverages",₹100 for one,25 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Dessi Zayka,-,Rajasthani,₹250 for one,26 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Office Time,4.3,Tea,₹100 for one,35 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Khichdi Mania,4.0,North Indian,₹150 for one,31 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Zaffran,-,"Mughlai, Desserts",₹250 for one,35 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Darkspot Cafe,-,"Pasta, Sandwich, Street Food, Tea, Beverages",₹100 for one,21 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Chez Oi Bakery,4.3,"Bakery, Desserts",₹100 for one,24 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Sweet Tooth,New,Desserts,₹100 for one,18 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Bakers Center,-,Bakery,₹200 for one,33 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
Kanhas Kitchen,New,"North Indian, Chinese",₹150 for one,32 min,Follows all Max Safety measures to ensure your food is safe,Bhopal
